link;Артикул;Тип;Цоколь;Мощность;Цветовая температура;Серия;Количество в упаковке;Гарантия;Тип лампы;Световой поток Лм;Индекс цветопередачи;Рабочее напряжение;Размеры;Время работы, ч;Аналог лампы накаливания;Аналог галогеновой лампы;Аналог КЛЛ;Угол светового пучка;Форма;
http://gauss.ru/product/lampa-gauss-led-filament-candle-dimmable-2/;103801205-D;;E14;5 Вт;4100K;Gauss;1/10/50;3 года;;450;90;185-265V;35х97 мм;35 000;;;;;;
http://gauss.ru/product/8019/;104801105-D;свеча на ветру;E14;5 Вт;2700K;Gauss;1/10/50;3 года;;420;90;185-265V;35х120 мм;35 000;;;;;;
http://gauss.ru/product/lampa-gauss-led-filament-candle-tailed-3/;104801005;свеча на ветру;E14;5 Вт;2700K;Gauss;1/10/50;3 года;;;;;;;;;;;;
http://gauss.ru/product/8023/;104801205-D;свеча на ветру;E14;5 Вт;4100K;Gauss;1/10/50;3 года;;450;90;185-265V;35х120 мм;35 000;;;;;;
http://gauss.ru/product/lampa-gauss-led-filament-g95/;105802106;шар;E27;6 Вт;;Gauss;10;3 года;;;90;185-265V;35x122;35 000;60 Вт;50 Вт;11 Вт;;;
http://gauss.ru/product/lampa-gauss-led-filament-g95-2/;105802006;шар;E27;6 Вт;;Gauss;10;3 года;;;90;185-265V;35x122;35 000;60 Вт;50 Вт;11 Вт;;;
http://gauss.ru/product/lampa-gauss-led-filament-globe/;105801105;шар;E14;5 Вт;;Gauss;10;3 года;;;90;185-265V;35x122;35 000;60 Вт;50 Вт;11 Вт;;;
http://gauss.ru/product/lampa-gauss-led-filament-globe-2/;105801205;шар;E14;5 Вт;;Gauss;10;3 года;;;90;185-265V;35x122;35 000;60 Вт;50 Вт;11 Вт;;;
http://gauss.ru/product/lampa-gauss-led-filament-globe-dimmable/;105802105-D;шар;E27;5 Вт;2700K;Gauss;1/10/50;3 года;;420;90;185-265V;45х80 мм;35 000;;;;;;
http://gauss.ru/product/lampa-gauss-led-filament-globe-dimmable-2/;105802205-D;шар;E27;5 Вт;4100K;Gauss;1/10/50;3 года;;450;90;185-265V;45х80 мм;35 000;;;;;;
http://gauss.ru/product/lampa-gauss-led-filament-st64/;102802006;шар;E27;6 Вт;;Gauss;10;3 года;;;90;185-265V;35x122;35 000;60 Вт;50 Вт;11 Вт;;;
http://gauss.ru/product/gauss-led-globe/;105101107-D;;E14;7 Вт;3000K;Gauss;;3 года;;560;90;150-265V;45*80;35 000;;;;240°;;
http://gauss.ru/product/gauss-led-globe-2/;105101207-D;;E14;7 Вт;4100K;Gauss;;3 года;;590;90;150-265V;45*80;35 000;;;;240°;;
http://gauss.ru/product/gauss-led-globe-3/;105102107-D;;E27;7 Вт;3000K;Gauss;;3 года;;560;90;150-265V;45*78;35 000;;;;240°;;
http://gauss.ru/product/gauss-led-globe-4/;105102207-D;;E27;7 Вт;4100K;Gauss;;3 года;;590;90;150-265V;45*78;35 000;;;;240°;;
http://gauss.ru/product/blok-pitaniya-led-strip-ps-12v/;202003100;блок питания IP20;;100 Вт;;Gauss;;1 год;;;;220-240V;160x98x38;;;;;;;
http://gauss.ru/product/blok-pitaniya-led-strip-ps-12v-2/;202003150;блок питания IP20;;150 Вт;;Gauss;;1 год;;;;220-240V;199x98x42;;;;;;;
http://gauss.ru/product/blok-pitaniya-led-strip-ps-12v-3/;202003015;блок питания IP20;;15 Вт;;Gauss;;1 год;;;;220-240V;77х48х20;;;;;;;
http://gauss.ru/product/blok-pitaniya-led-strip-ps-12v-4/;202003250;блок питания IP20;;250 Вт;;Gauss;;1 год;;;;220-240V;200x110x50;;;;;;;
http://gauss.ru/product/blok-pitaniya-led-strip-ps-12v-5/;202003030;блок питания IP20;;30 Вт;;Gauss;;1 год;;;;220-240V;85x58x38;;;;;;;
http://gauss.ru/product/blok-pitaniya-led-strip-ps-12v-6/;202003400;блок питания IP20;;400 Вт;;Gauss;;1 год;;;;220-240V;260х102х65;;;;;;;
http://gauss.ru/product/blok-pitaniya-led-strip-ps-12v-7/;202003040;блок питания IP20;;40 Вт;;Gauss;;1 год;;;;220-240V;110x78x35;;;;;;;
http://gauss.ru/product/blok-pitaniya-led-strip-ps-12v-8/;202003060;блок питания IP20;;60 Вт;;Gauss;;1 год;;;;220-240V;110x78x35;;;;;;;
http://gauss.ru/product/blok-pitaniya-dlya-svetodiodnoj-lenty-pylevlagozashhishhennyj-12v-ip66/;202023100;блок питания IP66;;100 Вт;;Gauss;;1 год;;;;220-240V;230х72х45;;;;;;;
http://gauss.ru/product/blok-pitaniya-dlya-svetodiodnoj-lenty-pylevlagozashhishhennyj-12v-ip66-2/;202023150;блок питания IP66;;150 Вт;;Gauss;;1 год;;;;220-240V;230х72х45;;;;;;;
http://gauss.ru/product/blok-pitaniya-dlya-svetodiodnoj-lenty-pylevlagozashhishhennyj-12v-ip66-3/;202023015;блок питания IP66;;15 Вт;;Gauss;;1 год;;;;220-240V;120х30х20;;;;;;;
http://gauss.ru/product/blok-pitaniya-dlya-svetodiodnoj-lenty-pylevlagozashhishhennyj-12v-ip66-4/;202023200;блок питания IP66;;200 Вт;;Gauss;;1 год;;;;220-240V;230х120х58;;;;;;;
http://gauss.ru/product/blok-pitaniya-dlya-svetodiodnoj-lenty-pylevlagozashhishhennyj-12v-ip66-5/;202023030;блок питания IP66;;30 Вт;;Gauss;;1 год;;;;220-240V;200х30х20;;;;;;;
http://gauss.ru/product/blok-pitaniya-dlya-svetodiodnoj-lenty-pylevlagozashhishhennyj-12v-ip66-6/;202023040;блок питания IP66;;40 Вт;;Gauss;;1 год;;;;220-240V;200х30х20;;;;;;;
http://gauss.ru/product/blok-pitaniya-dlya-svetodiodnoj-lenty-pylevlagozashhishhennyj-12v-ip66-7/;202023060;блок питания IP66;;60 Вт;;Gauss;;1 год;;;;220-240V;175х72х45;;;;;;;
http://gauss.ru/product/konnektor-dlya-svetodiodnoj-lenty-5050-1-500/;PC205200000;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/konnektor-dlya-svetodiodnoj-lenty-rgb-1-500/;PC209200000;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/konnektor-dlya-svetodiodnoj-lenty-2835-60smd-5-sht-v-upak/;204200000;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/konnektor-dlya-svetodiodnoj-lenty-5050-i-2835-120smd-5-2-000/;205200000;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/konnektor-dlya-svetodiodnoj-lenty-s-vozmozhnostyu-izgiba-2835-60smd-3-sht-v-upak/;241200000;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/konnektor-dlya-svetodiodnoj-lenty-s-vozmozhnostyu-izgiba-5050-i-2835-120smd-3-sht-v-upak/;251200000;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/kontroller-dlya-rgb-288w-24a-s-sensornym-pultom-upravleniya-tsvetom-belyj/;201013288;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-120-smd-9-6w-12v-dc-teplyj-belyj-blister-5m/;312000110;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-120-smd-9-6w-12v-dc-teplyj-belyj-ip66-blister-5m/;311000110;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-120-smd-9-6w-12v-dc-holodnyj-belyj-blister-5m/;312000310;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-120-smd-9-6w-12v-dc-holodnyj-belyj-ip66-blister-5m/;311000310;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-60-smd-4-8w-12v-dc-teplyj-belyj-blister-5m/;312000105;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-60-smd-4-8w-12v-dc-teplyj-belyj-ip66-blister-5m/;311000105;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-60-smd-4-8w-12v-dc-holodnyj-belyj-blister-5m/;312000305;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-60-smd-4-8w-12v-dc-holodnyj-belyj-ip66-blister-5m/;311000305;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-5050-30-smd-7-2w-12v-dc-teplyj-belyj-blister-5m/;312000107;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-5050-30-smd-7-2w-12v-dc-teplyj-belyj-ip66-blister-5m/;311000107;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-5050-30-smd-7-2w-12v-dc-holodnyj-belyj-blister-5m/;312000307;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-5050-30-smd-7-2w-12v-dc-holodnyj-belyj-ip66-blister-5m/;311000307;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-5050-60-smd-14-4w-12v-dc-teplyj-belyj-blister-5m/;312000114;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-5050-60-smd-14-4w-12v-dc-teplyj-belyj-ip66-blister-5m/;311000114;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-5050-60-smd-14-4w-12v-dc-holodnyj-belyj-blister-5m/;312000314;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-5050-60-smd-14-4w-12v-dc-holodnyj-belyj-ip66-blister-5m/;311000314;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-5050-smd-7-2w-12v-dc-rgb-blister-5m/;312000407;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-5050-smd-7-2w-12v-dc-rgb-ip66-blister-5m/;311000407;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-5050-60-smd-14-4w-12v-dc-rgb-blister-5m/;312000414;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-5050-60-smd-14-4w-12v-dc-rgb-ip66-blister-5m/;311000414;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-60-smd-4-8w-12v-dc-zelenyj-blister-5m/;312000605;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-60-smd-4-8w-12v-dc-zelenyj-ip66-blister-5m/;311000605;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-60-smd-4-8w-12v-dc-krasnyj-blister-5m/;312000705;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-60-smd-4-8w-12v-dc-krasnyj-ip66-blister-5m/;311000705;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-60-smd-4-8w-12v-dc-sinij-blister-5m/;312000505;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/lenta-led-2835-60-smd-4-8w-12v-dc-sinij-ip66-blister-5m/;311000505;;;;;Gauss;;;;;;;;;;;;;;
http://gauss.ru/product/umnaya-podsvetka/;311011105;;;5 Вт;;Gauss;;3 года;;;80;12V;;35 000;;;;;;
http://gauss.ru/product/umnaya-podsvetka-2/;311011205;;;5 Вт;;Gauss;;3 года;;;80;12V;;35 000;;;;;;
http://gauss.ru/product/gauss-led-elementary-a67/;73215;;E27;25 Вт;2700K;Elementary;;1 год;;2000;80;180-240V;67*143мм;25 000;;;;240°;;
http://gauss.ru/product/gauss-led-elementary-a67-2/;73225;;E27;25 Вт;4100K;Elementary;;1 год;;2100;80;180-240V;67*143мм;25 000;;;;240°;;
http://gauss.ru/product/gauss-led-elementary-a67-3/;73235;;E27;25 Вт;6500K;Elementary;;1 год;;2150;80;180-240V;67*143мм;25 000;;;;240°;;
http://gauss.ru/product/lampa-gauss-led-2/;102502110-S;шар;;10 Вт;2700K;Gauss;10;3 года;;880;;180-240V;60х113;35 000;;;;240°;;
http://gauss.ru/product/lampa-gauss-led/;102502110-T;шар;E27;10 Вт;;Gauss;10;3 года;;630;;180-240V;60х120;35 000;;;;240°;;
http://gauss.ru/product/7829/;102502210-S;шар;E27;10 Вт;4100K;Gauss;10;3 года;;;90;180-240V;;35 000;;;;240°;;
http://gauss.ru/product/gauss-led-a60-dimmable/;102502111-D;;E27;11 Вт;3000K;Gauss;;3 года;;960;90;150-265V;60x110mm;35 000;;;;240°;;
http://gauss.ru/product/gauss-led-a60/;102502211-D;;E27;11 Вт;4100K;Gauss;;3 года;;990;90;150-265V;60x110mm;35 000;;;;240°;;
http://gauss.ru/product/lampa-gauss-led-3/;103101107-S;свеча;E14;7 Вт;2700K;Gauss;10;3 года;;520;90;180-240V;38х110;35 000;;;;240°;;
http://gauss.ru/product/lampa-gauss-led-4/;103101207-S;свеча;E14;7 Вт;4100K;Gauss;10;3 года;;550;90;180-240V;38х110;35 000;;;;240°;;
http://gauss.ru/product/gauss-led-candle-7w-dimmable/;103101107-D;;E14;7 Вт;3000K;Gauss;;3 года;;560;90;150-265V;38*110;35 000;;;;240°;;
http://gauss.ru/product/gauss-led-candle-dimmable/;103101207-D;;E14;7 Вт;4100K;Gauss;;3 года;;590;90;150-265V;38*110;35 000;;;;240°;;
http://gauss.ru/product/lampa-gauss-led-5/;105102107-S;шар;E27;7 Вт;2700K;Gauss;10;3 года;;520;90;180-240V;45х80;35 000;;;;240°;-;
http://gauss.ru/product/lampa-gauss-led-6/;105102207-S;шар;E27;7 Вт;4100K;Gauss;10;3 года;;550;90;180-240V;45х80;35 000;;;;240°;;
http://gauss.ru/product/gauss-led-globe/;105101107-D;;E14;7 Вт;3000K;Gauss;;3 года;;560;90;150-265V;45*80;35 000;;;;240°;;
http://gauss.ru/product/gauss-led-globe-2/;105101207-D;;E14;7 Вт;4100K;Gauss;;3 года;;590;90;150-265V;45*80;35 000;;;;240°;;
http://gauss.ru/product/gauss-led-globe-3/;105102107-D;;E27;7 Вт;3000K;Gauss;;3 года;;560;90;150-265V;45*78;35 000;;;;240°;;
http://gauss.ru/product/gauss-led-globe-4/;105102207-D;;E27;7 Вт;4100K;Gauss;;3 года;;590;90;150-265V;45*78;35 000;;;;240°;;
http://gauss.ru/product/lampa-gauss-led-g4-12v/;207307104;капсулы;G4;4 Вт;2700K;;1/20/200;1 год;;400;90;12V;15.5*43;35 000;;;;320°;;
http://gauss.ru/product/lampa-gauss-led-g4-12v-2/;207307204;капсулы;G4;4 Вт;4100K;Gauss;1/20/200;1 год;G4;410;90;12V;15,5*43;35 000;;;;320°;;
http://gauss.ru/product/lampa/;107307104;капсулы;G4;4 Вт;2700K;Gauss;1/20/200;1 год;;400;90;;15.5* 43;;;;;;;
http://gauss.ru/product/lampa-gauss-led-g4-8/;107307204;капсулы;G4;4 Вт;4100K;Gauss;1/20/200;1 год;;410;90;185-265V;15,5*43;35 000;;;;;;
http://gauss.ru/product/lampa-gauss-led-g9-5w-2/;107309104;капсулы;G9;5 Вт;2700K;;1/20/200;1 год;;400;90;185-265V;16.8* 49;35 000;;;;320°;;
http://gauss.ru/product/lampa-gauss-led-g9-4w/;107309204;капсулы;G9;4 Вт;4100K;;1/20/200;1 год;;410;90;185-265V;16.8* 49;35 000;;;;320°;;
http://gauss.ru/product/lampa-gauss-led-g9-5w/;107309105;капсулы;G9;5 Вт;2700K;Gauss;1/20/200;1 год;;500;90;;19* 54;35 000;;;;320°;;
http://gauss.ru/product/lampa-gauss-led-7/;107309205;капсулы;G9;5 Вт;4100K;Gauss;1/10/200;1 год;G9;520;90;185-265V;ᴓ19*  54mm;;;;;320°;;
http://gauss.ru/product/lampa-gauss-led-2/;102502110-S;шар;;10 Вт;2700K;Gauss;10;3 года;;880;;180-240V;60х113;35 000;;;;240°;;
http://gauss.ru/product/7829/;102502210-S;шар;E27;10 Вт;4100K;Gauss;10;3 года;;;90;180-240V;;35 000;;;;240°;;
http://gauss.ru/product/lampa-gauss-led-filament-a60-8/;102802110;;E27;10 Вт;2700K;Gauss;1/10/40;3 года;;930;90;185-265V;60х105 мм;35 000;;;;360°;;
http://gauss.ru/product/lampa-gauss-led-filament-a60-9/;102802210;;E27;10 Вт;4100K;Gauss;1/10/40;3 года;;970;90;185-265V;60х105 мм;35 000;;;;360°;;
http://gauss.ru/product/8050/;102802108;;E27;8 Вт;2700K;Gauss;1/10/40;3 года;;740;90;185-265V;60х105 мм;35 000;;;;360°;;
http://gauss.ru/product/lampa-gauss-led-filament-a60-7/;102802208;;E27;8 Вт;4100K;Gauss;1/10/40;3 года;;780;90;185-265V;60х105 мм;35 000;;;;360°;;
http://gauss.ru/product/lampa-gauss-led-filament-a60-3/;102202110-D;;E27;10 Вт;2700K;;1/10/40;3 года;;820;90;185-265V;60х105 мм;35 000;;;;;;
http://gauss.ru/product/lampa-gauss-led-filament-a60-4/;102202210-D;;E27;10 Вт;4100K;Gauss;1/10/40;3 года;;860;90;185-265V;60х105 мм;35 000;;;;;;
http://gauss.ru/product/lampa-gauss-led-filament-candle-dimmable/;103801105-D;;E14;5 Вт;2700K;Gauss;1/10/50;3 года;;420;90;185-265V;35х97 мм;35 000;;;;;;
http://gauss.ru/product/lampa-gauss-led-filament-candle-dimmable-2/;103801205-D;;E14;5 Вт;4100K;Gauss;1/10/50;3 года;;450;90;185-265V;35х97 мм;35 000;;;;;;
http://gauss.ru/product/8019/;104801105-D;свеча на ветру;E14;5 Вт;2700K;Gauss;1/10/50;3 года;;420;90;185-265V;35х120 мм;35 000;;;;;;
http://gauss.ru/product/8023/;104801205-D;свеча на ветру;E14;5 Вт;4100K;Gauss;1/10/50;3 года;;450;90;185-265V;35х120 мм;35 000;;;;;;
http://gauss.ru/product/lampa-gauss-led-filament-globe-dimmable/;105802105-D;шар;E27;5 Вт;2700K;Gauss;1/10/50;3 года;;420;90;185-265V;45х80 мм;35 000;;;;;;
http://gauss.ru/product/lampa-gauss-led-filament-globe-dimmable-2/;105802205-D;шар;E27;5 Вт;4100K;Gauss;1/10/50;3 года;;450;90;185-265V;45х80 мм;35 000;;;;;;
http://gauss.ru/product/lampa-gauss-led-filament-a60-10/;102202110;;E27;10 Вт;2700K;Gauss;1/10/40;3 года;;820;90;185-265V;60х105 мм;35 000;;;;360°;;
http://gauss.ru/product/lampa-gauss-led-filament-a60-11/;102202210;;E27;10 Вт;4100K;Gauss;1/10/40;3 года;;860;90;185-265V;60х105 мм;35 000;;;;360°;;
